Customer ID,Name,First order date,Total orders,Total revenue,Average order value,Time to 2nd purchase,Last purchase date,Acquisition channel (first touch),RePurchased,city,tier
CUST-0008709,Hema Bhardwaj,2024-11-16,2,6133,3066.5,52.0,2025-01-08,Meta,Y,Ludhiana , Tier 2
CUST-0008712,Naksh Khatri,2024-04-28,2,6211,3105.5,242.0,2024-12-26,Influencer,Y,Mumbai , Tier 1
CUST-0008713,Ekavir Murty,2023-12-06,1,1780,1780.0,,2023-12-06,Meta,N,Delhi , Tier 1
CUST-0008715,Timothy Wali,2023-01-23,1,2548,2548.0,,2023-01-23,Instagram DM,N,Bengaluru , Tier 1
CUST-0008716,Neha Pillai,2025-03-08,1,3650,3650.0,,2025-03-08,Meta,N,Mumbai , Tier 1
CUST-0008717,Hemal Yogi,2024-04-04,3,8774,2924.67,77.0,2025-07-22,Meta,Y,Coimbatore , Tier 2
CUST-0008719,Vasatika Bajaj,2023-10-26,1,2308,2308.0,,2023-10-26,Influencer,N,Nagpur , Tier 2
CUST-0008720,Krishna Kumer,2023-01-01,1,1806,1806.0,,2023-01-01,Meta,N,Bengaluru , Tier 1
CUST-0008722,Pooja Mani,2023-11-16,1,2028,2028.0,,2023-11-16,Meta,N,Ludhiana , Tier 2
CUST-0008723,Mohini Parmer,2025-04-07,1,3690,3690.0,,2025-04-07,Meta,N,Mysuru , Tier 2
CUST-0008724,Oviya Char,2025-11-04,1,3080,3080.0,,2025-11-04,Meta,N,Noida , Tier 2
CUST-0008726,Maya Kothari,2023-11-18,2,5157,2578.5,229.0,2024-07-04,Influencer,Y,Delhi , Tier 1
CUST-0008727,Megha Patel,2023-10-30,1,2328,2328.0,,2023-10-30,Offline (Friends/Family),N,Kolkata , Tier 1
CUST-0008728,Yoshita Kade,2022-12-25,2,3852,1926.0,489.0,2024-04-27,Meta,Y,Ludhiana , Tier 2
CUST-0008729,Nikita Patil,2024-12-14,1,2820,2820.0,,2024-12-14,Meta,N,Hyderabad , Tier 1
CUST-0008730,Neha Lad,2025-02-11,1,3545,3545.0,,2025-02-11,Google,N,Pune , Tier 1
CUST-0008732,Abeer Buch,2022-11-18,2,3781,1890.5,665.0,2024-09-14,Meta,Y,Coimbatore , Tier 2
CUST-0008733,Qabil Cherian,2022-10-28,2,4916,2458.0,733.0,2024-10-31,Meta,Y,Nashik , Tier 2
CUST-0008734,Om Bahri,2022-12-05,2,5204,2602.0,900.0,2025-05-23,Meta,Y,Bhopal , Tier 2
CUST-0008736,Aarush Krishnamurthy,2022-12-14,1,1481,1481.0,,2022-12-14,Meta,N,Mumbai , Tier 1
CUST-0008737,Rajata Sandhu,2025-06-01,1,2677,2677.0,,2025-06-01,Meta,N,Pune , Tier 1
CUST-0008739,Gopal Om,2023-12-27,1,2016,2016.0,,2023-12-27,Meta,N,Nagpur , Tier 2
CUST-0008740,Ria Parsa,2023-07-11,1,2641,2641.0,,2023-07-11,Influencer,N,Indore , Tier 2
CUST-0008741,Tanay Sama,2023-03-01,1,2013,2013.0,,2023-03-01,Meta,N,Delhi , Tier 1
CUST-0008742,Jackson Parmer,2024-12-25,1,2664,2664.0,,2024-12-25,Meta,N,Gurgaon , Tier 2
CUST-0008743,Kalpit Parmar,2023-03-06,2,5853,2926.5,774.0,2025-04-19,Instagram DM,Y,Pune , Tier 1
CUST-0008745,Isaac Anand,2025-04-15,1,3151,3151.0,,2025-04-15,Influencer,N,Mumbai , Tier 1
CUST-0008746,Hamsini Prakash,2025-11-24,1,2655,2655.0,,2025-11-24,Google,N,Mysuru , Tier 2
CUST-0008747,Chandani Menon,2024-11-26,1,2855,2855.0,,2024-11-26,Meta,N,Pune , Tier 1
CUST-0008748,Thomas Narang,2024-06-23,1,2687,2687.0,,2024-06-23,Instagram DM,N,Gurgaon , Tier 2
CUST-0008749,Logan Narayan,2023-03-08,2,5678,2839.0,515.0,2024-08-04,Influencer,Y,Mumbai , Tier 1
CUST-0008750,Abdul Jani,2022-05-02,2,4192,2096.0,617.0,2024-01-09,Meta,Y,Jaipur , Tier 2
CUST-0008751,Indrajit Sidhu,2022-06-25,3,7647,2549.0,757.0,2025-10-05,Email/SMS,Y,Kochi , Tier 2
CUST-0008753,Diya Dugar,2022-08-13,2,4427,2213.5,758.0,2024-09-10,Meta,Y,Delhi , Tier 1
CUST-0008755,Frado Parikh,2023-04-08,4,10150,2537.5,215.0,2025-03-27,Influencer,Y,Hyderabad , Tier 1
CUST-0008757,Matthew Shan,2025-12-02,1,3545,3545.0,,2025-12-02,Meta,N,Bengaluru , Tier 1
CUST-0008759,Hemang Memon,2025-06-05,1,2580,2580.0,,2025-06-05,Meta,N,Nagpur , Tier 2
CUST-0008760,Madhav Suresh,2023-02-13,2,4383,2191.5,797.0,2025-04-21,Google,Y,Patna , Tier 2
CUST-0008761,Fitan Morar,2024-09-19,3,8191,2730.33,308.0,2025-08-02,Influencer,Y,Bengaluru , Tier 1
CUST-0008764,Faqid Raju,2023-10-03,2,4336,2168.0,744.0,2025-10-17,Meta,Y,Chandigarh , Tier 2
CUST-0008765,Bhavna Kakar,2023-01-10,4,9304,2326.0,17.0,2024-07-19,Meta,Y,Bengaluru , Tier 1
CUST-0008767,Aryan Dayal,2022-02-15,1,1699,1699.0,,2022-02-15,Organic Instagram,N,Lucknow , Tier 2
CUST-0008768,Tanveer Dasgupta,2023-02-13,1,1620,1620.0,,2023-02-13,Meta,N,Dehradun , Tier 2
CUST-0008769,Indali Sabharwal,2022-11-11,1,1730,1730.0,,2022-11-11,Influencer,N,Bengaluru , Tier 1
CUST-0008770,Mugdha Mallick,2022-05-04,3,6277,2092.33,707.0,2024-10-29,Offline (Friends/Family),Y,Mumbai , Tier 1
CUST-0008771,Devansh Karpe,2023-05-10,2,3322,1661.0,229.0,2023-12-25,Email/SMS,Y,Delhi , Tier 1
CUST-0008773,Odika Sani,2023-10-01,2,5892,2946.0,636.0,2025-06-28,Google,Y,Pune , Tier 1
CUST-0008777,Lohit Sarna,2023-09-16,3,7362,2454.0,324.0,2025-10-14,Influencer,Y,Ludhiana , Tier 2
CUST-0008778,Radha Lanka,2025-08-20,1,3134,3134.0,,2025-08-20,Instagram DM,N,Mumbai , Tier 1
CUST-0008779,Dayamai Savant,2022-06-28,4,9262,2315.5,729.0,2024-12-16,Meta,Y,Surat , Tier 2
CUST-0008780,Wriddhish Sha,2022-01-21,1,1877,1877.0,,2022-01-21,Organic Instagram,N,Lucknow , Tier 2
CUST-0008781,Zansi Trivedi,2023-01-20,3,8241,2747.0,312.0,2025-10-05,Google,Y,Mumbai , Tier 1
CUST-0008782,Kashvi Dugar,2025-10-31,1,2839,2839.0,,2025-10-31,Meta,N,Delhi , Tier 1
CUST-0008783,Manya Kalita,2025-07-30,1,2878,2878.0,,2025-07-30,Google,N,Pune , Tier 1
CUST-0008784,Kala Vohra,2023-08-25,1,2287,2287.0,,2023-08-25,Email/SMS,N,Ranchi , Tier 2
CUST-0008785,Megha Sami,2022-12-30,2,4276,2138.0,435.0,2024-03-10,Google,Y,Mumbai , Tier 1
CUST-0008786,Manan Sha,2024-12-09,1,3617,3617.0,,2024-12-09,Meta,N,Jaipur , Tier 2
CUST-0008787,Jeevika Kothari,2024-05-12,1,2536,2536.0,,2024-05-12,Influencer,N,Rajkot , Tier 2
CUST-0008789,Abdul Bawa,2024-11-11,1,3162,3162.0,,2024-11-11,Meta,N,Hyderabad , Tier 1
CUST-0008794,Darpan Choudhry,2024-01-30,1,2531,2531.0,,2024-01-30,Offline (Friends/Family),N,Delhi , Tier 1
CUST-0008795,Shivansh Sarma,2023-11-20,2,5469,2734.5,305.0,2024-09-21,Email/SMS,Y,Visakhapatnam , Tier 2
CUST-0008796,Niharika Dugar,2022-05-12,3,6090,2030.0,392.0,2025-10-31,Email/SMS,Y,Patna , Tier 2
CUST-0008797,Jairaj Cherian,2022-05-21,3,7744,2581.33,1070.0,2025-12-05,Meta,Y,Noida , Tier 2
CUST-0008798,Maya Bera,2024-09-19,1,2282,2282.0,,2024-09-19,Organic Instagram,N,Chennai , Tier 1
CUST-0008800,Abha Raman,2022-06-28,3,6917,2305.67,163.0,2025-07-01,Email/SMS,Y,Mumbai , Tier 1
CUST-0008801,Ucchal Narula,2022-01-01,2,5256,2628.0,759.0,2024-01-31,Organic Instagram,Y,Mumbai , Tier 1
CUST-0008803,Chanchal Sant,2025-03-23,1,3293,3293.0,,2025-03-23,Google,N,Kochi , Tier 2
CUST-0008804,Irya Dave,2022-05-03,1,1618,1618.0,,2022-05-03,Meta,N,Lucknow , Tier 2
CUST-0008805,Ekani Thaker,2024-03-01,1,3551,3551.0,,2024-03-01,Organic Instagram,N,Pune , Tier 1
CUST-0008806,Abhiram Vohra,2023-04-11,1,2548,2548.0,,2023-04-11,Influencer,N,Surat , Tier 2
CUST-0008807,Sai Doshi,2022-03-27,3,7475,2491.67,734.0,2024-07-06,Meta,Y,Chennai , Tier 1
CUST-0008809,Ekta Khosla,2023-08-15,2,4371,2185.5,112.0,2023-12-05,Google,Y,Bengaluru , Tier 1
CUST-0008810,Ekansh Sandal,2023-08-14,2,3921,1960.5,126.0,2023-12-19,Meta,Y,Kanpur , Tier 2
CUST-0008811,Lakshmi Zacharia,2024-05-25,1,3255,3255.0,,2024-05-25,Organic Instagram,N,Rajkot , Tier 2
CUST-0008812,Banjeet Chakrabarti,2022-04-10,4,9180,2295.0,292.0,2024-09-03,Meta,Y,Delhi , Tier 1
CUST-0008813,Advaith Tata,2023-11-08,2,4901,2450.5,394.0,2024-12-07,Email/SMS,Y,Mysuru , Tier 2
CUST-0008816,Ekaja Mann,2024-10-05,1,3294,3294.0,,2024-10-05,Meta,N,Nashik , Tier 2
CUST-0008818,Chakrika Pant,2025-04-26,1,3427,3427.0,,2025-04-26,Offline (Friends/Family),N,Gurgaon , Tier 2
CUST-0008819,Joshua Kade,2022-03-14,2,3943,1971.5,1290.0,2025-09-24,Meta,Y,Dehradun , Tier 2
CUST-0008822,Utkarsh Sha,2023-03-03,1,2524,2524.0,,2023-03-03,Google,N,Mumbai , Tier 1
CUST-0008824,Ryan Sanghvi,2024-11-01,1,3268,3268.0,,2024-11-01,Meta,N,Kochi , Tier 2
CUST-0008825,Triveni Varma,2022-05-12,1,1708,1708.0,,2022-05-12,Meta,N,Mumbai , Tier 1
CUST-0008826,Farhan Nath,2024-02-13,3,8321,2773.67,277.0,2025-07-07,Organic Instagram,Y,Pune , Tier 1
CUST-0008827,Xavier Pal,2023-04-17,1,2341,2341.0,,2023-04-17,Meta,N,Indore , Tier 2
CUST-0008829,Mohini More,2022-12-11,3,8127,2709.0,623.0,2025-10-10,Meta,Y,Hyderabad , Tier 1
CUST-0008835,Bhanumati Sem,2024-09-01,1,2491,2491.0,,2024-09-01,Meta,N,Delhi , Tier 1
CUST-0008837,Libni Roy,2022-08-19,1,2105,2105.0,,2022-08-19,Email/SMS,N,Surat , Tier 2
CUST-0008838,Dalaja Bajwa,2024-01-27,1,2440,2440.0,,2024-01-27,Meta,N,Indore , Tier 2
CUST-0008840,Janya Mahal,2023-01-15,4,10142,2535.5,114.0,2025-10-07,Instagram DM,Y,Chandigarh , Tier 2
CUST-0008841,Zashil Raja,2025-02-22,2,6030,3015.0,305.0,2025-12-25,Meta,Y,Coimbatore , Tier 2
CUST-0008842,Brinda Manne,2023-12-26,1,2037,2037.0,,2023-12-26,Offline (Friends/Family),N,Hyderabad , Tier 1
CUST-0008843,Sathvik Sane,2023-10-19,1,2598,2598.0,,2023-10-19,Meta,N,Delhi , Tier 1
CUST-0008844,Anjali Dara,2023-04-18,1,2591,2591.0,,2023-04-18,Google,N,Mumbai , Tier 1
CUST-0008846,Onveer Soni,2025-02-19,1,2369,2369.0,,2025-02-19,Google,N,Visakhapatnam , Tier 2
CUST-0008847,Gautam Nori,2024-05-25,2,7548,3774.0,415.0,2025-07-14,Organic Instagram,Y,Lucknow , Tier 2
CUST-0008848,Gabriel Aggarwal,2022-02-19,1,1504,1504.0,,2022-02-19,Influencer,N,Mumbai , Tier 1
CUST-0008850,Anika Bhasin,2024-06-03,3,9273,3091.0,192.0,2025-07-23,Meta,Y,Chennai , Tier 1
CUST-0008851,Pahal Sankar,2024-03-21,6,17943,2990.5,14.0,2025-12-28,Offline (Friends/Family),Y,Delhi , Tier 1
CUST-0008852,Nidra Oommen,2022-02-03,2,3884,1942.0,428.0,2023-04-07,Meta,Y,Mumbai , Tier 1
CUST-0008859,Warjas Gade,2022-07-16,2,4261,2130.5,503.0,2023-12-01,Meta,Y,Bengaluru , Tier 1
CUST-0008862,Abhimanyu Menon,2022-04-16,3,9289,3096.33,783.0,2025-10-11,Meta,Y,Rajkot , Tier 2
CUST-0008863,Ronith Chopra,2023-10-22,2,4503,2251.5,435.0,2024-12-31,Meta,Y,Bhubaneswar , Tier 2
CUST-0008864,Farhan Sahota,2025-08-16,1,3110,3110.0,,2025-08-16,Influencer,N,Delhi , Tier 1
CUST-0008866,Hema Samra,2023-10-02,1,2143,2143.0,,2023-10-02,Meta,N,Rajkot , Tier 2
CUST-0008867,Pallavi Mahal,2025-11-02,1,4195,4195.0,,2025-11-02,Influencer,N,Chennai , Tier 1
CUST-0008869,Yatan Goswami,2024-07-30,1,2802,2802.0,,2024-07-30,Influencer,N,Dehradun , Tier 2
CUST-0008870,Kalpit Puri,2024-03-09,2,6454,3227.0,458.0,2025-06-11,Meta,Y,Kolkata , Tier 1
CUST-0008872,Adweta Dubey,2022-02-27,3,6951,2317.0,470.0,2024-08-15,Meta,Y,Delhi , Tier 1
CUST-0008873,Pooja Kashyap,2024-03-20,2,5338,2669.0,95.0,2024-06-23,Influencer,Y,Mumbai , Tier 1
CUST-0008874,Akshay Dubey,2023-11-06,1,2281,2281.0,,2023-11-06,Meta,N,Mysuru , Tier 2
CUST-0008876,Ishita Thakur,2022-04-05,1,1956,1956.0,,2022-04-05,Meta,N,Ludhiana , Tier 2
CUST-0008878,Pallavi Bajaj,2023-11-04,2,4573,2286.5,184.0,2024-05-07,Meta,Y,Chennai , Tier 1
CUST-0008879,Naksh Bhalla,2025-12-06,1,3555,3555.0,,2025-12-06,Meta,N,Pune , Tier 1
CUST-0008882,Ishani Wable,2025-03-10,1,2696,2696.0,,2025-03-10,Influencer,N,Hyderabad , Tier 1
CUST-0008883,Avni Sibal,2025-08-25,1,2655,2655.0,,2025-08-25,Offline (Friends/Family),N,Indore , Tier 2
CUST-0008885,Udarsh Kuruvilla,2023-04-18,4,10875,2718.75,117.0,2025-11-06,Meta,Y,Bhopal , Tier 2
CUST-0008886,Siddharth Reddy,2023-01-06,1,2820,2820.0,,2023-01-06,Offline (Friends/Family),N,Delhi , Tier 1
CUST-0008888,Vasudha Upadhyay,2024-08-28,1,3033,3033.0,,2024-08-28,Meta,N,Bengaluru , Tier 1
CUST-0008889,Darsh Arora,2022-04-27,2,5791,2895.5,1316.0,2025-12-03,Google,Y,Nagpur , Tier 2
CUST-0008891,Chanchal Pradhan,2022-10-03,1,1840,1840.0,,2022-10-03,Offline (Friends/Family),N,Dehradun , Tier 2
CUST-0008893,Wridesh Sethi,2024-06-27,1,2851,2851.0,,2024-06-27,Organic Instagram,N,Bengaluru , Tier 1
CUST-0008894,Madhav Bala,2024-04-27,1,2481,2481.0,,2024-04-27,Google,N,Pune , Tier 1
CUST-0008895,Qasim Nath,2022-09-28,1,1500,1500.0,,2022-09-28,Google,N,Mysuru , Tier 2
CUST-0008899,Jagat Sodhi,2023-01-30,3,6873,2291.0,81.0,2024-01-29,Google,Y,Noida , Tier 2
CUST-0008901,Aahana Mander,2023-12-06,2,4440,2220.0,376.0,2024-12-16,Meta,Y,Pune , Tier 1
CUST-0008904,Neel Varty,2023-06-01,3,8158,2719.33,702.0,2025-10-11,Meta,Y,Mumbai , Tier 1
CUST-0008905,Ayushman Seth,2022-08-12,3,5606,1868.67,79.0,2023-09-04,Meta,Y,Kolkata , Tier 1
CUST-0008906,Hemang Randhawa,2022-08-29,1,1382,1382.0,,2022-08-29,Email/SMS,N,Hyderabad , Tier 1
CUST-0008910,Abeer Sahni,2022-05-06,2,4924,2462.0,1038.0,2025-03-10,Google,Y,Kanpur , Tier 2
CUST-0008912,Bachittar Pillai,2023-10-26,3,7816,2605.33,92.0,2025-03-18,Google,Y,Mumbai , Tier 1
CUST-0008914,Pratyush Kumar,2023-08-30,2,3849,1924.5,334.0,2024-07-29,Organic Instagram,Y,Coimbatore , Tier 2
CUST-0008915,Qabil Chad,2025-08-27,1,3073,3073.0,,2025-08-27,Meta,N,Ahmedabad , Tier 1
CUST-0008917,Veda Vala,2023-10-01,3,6981,2327.0,112.0,2024-02-08,Email/SMS,Y,Delhi , Tier 1
CUST-0008920,Lila Singh,2022-03-15,2,4161,2080.5,530.0,2023-08-28,Offline (Friends/Family),Y,Jaipur , Tier 2
CUST-0008921,Odika Wable,2025-08-07,2,6186,3093.0,80.0,2025-10-27,Meta,Y,Surat , Tier 2
CUST-0008923,Aayush Pradhan,2024-07-14,2,5545,2772.5,113.0,2024-11-04,Organic Instagram,Y,Pune , Tier 1
CUST-0008924,Abdul Mammen,2024-11-18,1,2620,2620.0,,2024-11-18,Meta,N,Mumbai , Tier 1
CUST-0008930,Harish Palla,2023-08-12,2,5351,2675.5,469.0,2024-11-23,Influencer,Y,Bengaluru , Tier 1
CUST-0008932,Hema Devi,2024-12-23,1,2147,2147.0,,2024-12-23,Offline (Friends/Family),N,Mysuru , Tier 2
CUST-0008933,Fariq Kunda,2023-05-05,1,2221,2221.0,,2023-05-05,Google,N,Mumbai , Tier 1
CUST-0008934,Ojas Choudhry,2025-08-22,1,2802,2802.0,,2025-08-22,Influencer,N,Ahmedabad , Tier 1
CUST-0008936,Unnati Mannan,2022-06-25,1,1986,1986.0,,2022-06-25,Meta,N,Bengaluru , Tier 1
CUST-0008938,Atharv Prabhakar,2023-02-16,2,4920,2460.0,1027.0,2025-12-09,Meta,Y,Bengaluru , Tier 1
CUST-0008939,Rohan Peri,2022-01-23,3,7455,2485.0,985.0,2025-12-18,Email/SMS,Y,Coimbatore , Tier 2
CUST-0008941,Azaan Wali,2023-05-23,7,18790,2684.29,66.0,2025-11-19,Meta,Y,Ahmedabad , Tier 1
CUST-0008942,Laban Tak,2024-11-07,1,3034,3034.0,,2024-11-07,Meta,N,Ludhiana , Tier 2
CUST-0008945,Ekapad Dayal,2022-01-20,2,5228,2614.0,1420.0,2025-12-11,Influencer,Y,Patna , Tier 2
CUST-0008947,Eta Sawhney,2024-12-28,1,2447,2447.0,,2024-12-28,Meta,N,Kolkata , Tier 1
CUST-0008948,Gauri Mannan,2023-09-28,2,5091,2545.5,355.0,2024-09-17,Google,Y,Delhi , Tier 1
CUST-0008949,Anmol Munshi,2025-10-10,1,2638,2638.0,,2025-10-10,Google,N,Mumbai , Tier 1
CUST-0008950,Eshana Varty,2025-11-10,1,3549,3549.0,,2025-11-10,Offline (Friends/Family),N,Delhi , Tier 1
CUST-0008951,Chavvi Kumer,2025-09-20,1,3128,3128.0,,2025-09-20,Instagram DM,N,Ranchi , Tier 2
CUST-0008952,Faris Dutt,2025-07-18,1,3522,3522.0,,2025-07-18,Email/SMS,N,Delhi , Tier 1
CUST-0008953,Vihaan Khatri,2023-05-04,1,1942,1942.0,,2023-05-04,Organic Instagram,N,Dehradun , Tier 2
CUST-0008955,Niharika Memon,2024-05-02,1,2802,2802.0,,2024-05-02,Google,N,Bengaluru , Tier 1
CUST-0008956,Theodore Maharaj,2022-01-27,1,1701,1701.0,,2022-01-27,Offline (Friends/Family),N,Visakhapatnam , Tier 2
CUST-0008957,Samarth Randhawa,2022-04-16,2,4117,2058.5,924.0,2024-10-26,Meta,Y,Kolkata , Tier 1
CUST-0008960,Meghana Varty,2022-02-05,5,11030,2206.0,164.0,2024-10-05,Meta,Y,Coimbatore , Tier 2
CUST-0008961,Brinda Ramachandran,2022-05-03,6,15278,2546.33,251.0,2025-12-02,Meta,Y,Chennai , Tier 1
CUST-0008962,Raksha Chand,2025-02-26,1,3117,3117.0,,2025-02-26,Google,N,Noida , Tier 2
CUST-0008963,Yadavi Chand,2025-08-24,1,3572,3572.0,,2025-08-24,Meta,N,Chennai , Tier 1
CUST-0008964,Rajata Narula,2023-08-13,1,2100,2100.0,,2023-08-13,Meta,N,Bengaluru , Tier 1
CUST-0008965,Liam Konda,2024-12-14,2,6663,3331.5,41.0,2025-01-25,Offline (Friends/Family),Y,Lucknow , Tier 2
CUST-0008966,Nidhi Chawla,2023-04-09,1,2042,2042.0,,2023-04-09,Meta,N,Rajkot , Tier 2
CUST-0008967,Thomas Gopal,2024-10-16,1,2589,2589.0,,2024-10-16,Meta,N,Nashik , Tier 2
CUST-0008969,Unnati Vaidya,2023-06-23,4,10597,2649.25,14.0,2025-09-24,Google,Y,Bengaluru , Tier 1
CUST-0008970,Edhitha Banik,2022-11-01,2,5050,2525.0,1126.0,2025-12-01,Organic Instagram,Y,Bhopal , Tier 2
CUST-0008971,Darsh Jaggi,2025-07-30,1,3070,3070.0,,2025-07-30,Organic Instagram,N,Patna , Tier 2
CUST-0008973,Anirudh Setty,2025-06-12,1,2959,2959.0,,2025-06-12,Offline (Friends/Family),N,Jaipur , Tier 2
CUST-0008974,Madhavi Shroff,2024-03-23,2,6112,3056.0,420.0,2025-05-17,Google,Y,Rajkot , Tier 2
CUST-0008976,Lavanya Korpal,2023-02-04,2,5420,2710.0,506.0,2024-06-24,Organic Instagram,Y,Coimbatore , Tier 2
CUST-0008977,Daksh Banik,2023-05-19,1,2437,2437.0,,2023-05-19,Instagram DM,N,Kochi , Tier 2
CUST-0008978,Oni Kata,2023-01-26,1,2406,2406.0,,2023-01-26,Meta,N,Mysuru , Tier 2
CUST-0008980,Aditya Prashad,2023-01-10,3,8508,2836.0,388.0,2024-02-18,Google,Y,Delhi , Tier 1
CUST-0008982,Eshana Dube,2022-07-01,1,1737,1737.0,,2022-07-01,Meta,N,Rajkot , Tier 2
CUST-0008984,Jagvi Mitter,2023-06-28,2,4950,2475.0,832.0,2025-10-07,Meta,Y,Mumbai , Tier 1
CUST-0008985,Chameli Prakash,2022-08-31,1,1427,1427.0,,2022-08-31,Google,N,Hyderabad , Tier 1
CUST-0008986,Pahal Misra,2025-01-08,1,3393,3393.0,,2025-01-08,Meta,N,Bengaluru , Tier 1
CUST-0008989,George D’Alia,2022-05-20,6,13032,2172.0,424.0,2025-05-12,Influencer,Y,Mumbai , Tier 1
CUST-0008990,Siya Mutti,2022-05-03,2,3733,1866.5,545.0,2023-10-30,Organic Instagram,Y,Nagpur , Tier 2
CUST-0008991,Mitali Rama,2024-06-22,2,6534,3267.0,335.0,2025-05-24,Meta,Y,Noida , Tier 2
CUST-0008994,Xalak Swaminathan,2022-01-29,3,5791,1930.33,66.0,2022-12-18,Offline (Friends/Family),Y,Surat , Tier 2
CUST-0008995,Bakhshi Prakash,2022-10-07,4,10635,2658.75,238.0,2025-05-16,Meta,Y,Delhi , Tier 1
CUST-0008996,Eshana Bhargava,2022-08-30,2,4180,2090.0,404.0,2023-10-08,Meta,Y,Patna , Tier 2
CUST-0008997,Chandresh Dugar,2023-02-03,1,1625,1625.0,,2023-02-03,Offline (Friends/Family),N,Mumbai , Tier 1
CUST-0008999,Ethan Pai,2023-02-08,1,2467,2467.0,,2023-02-08,Instagram DM,N,Hyderabad , Tier 1
CUST-0009001,Sarthak Ahuja,2022-04-08,4,7650,1912.5,168.0,2024-10-10,Influencer,Y,Noida , Tier 2
CUST-0009002,Chaaya Choudhry,2022-11-07,1,1648,1648.0,,2022-11-07,Organic Instagram,N,Mumbai , Tier 1
CUST-0009003,Diya De,2022-01-08,1,1554,1554.0,,2022-01-08,Meta,N,Dehradun , Tier 2
CUST-0009004,Lavanya Kashyap,2024-07-06,3,8720,2906.67,263.0,2025-08-28,Instagram DM,Y,Surat , Tier 2
CUST-0009007,Raagini Manne,2022-11-14,6,16555,2759.17,216.0,2025-03-13,Meta,Y,Rajkot , Tier 2
CUST-0009008,Reva Gokhale,2022-03-23,2,4673,2336.5,1378.0,2025-12-30,Google,Y,Mumbai , Tier 1
CUST-0009011,Ronith Vig,2022-11-13,5,12469,2493.8,328.0,2025-12-25,Meta,Y,Kolkata , Tier 1
CUST-0009012,Bhavani Mammen,2023-02-21,6,14826,2471.0,13.0,2025-02-07,Email/SMS,Y,Mumbai , Tier 1
CUST-0009014,Ekavir Minhas,2023-10-09,2,5411,2705.5,595.0,2025-05-27,Organic Instagram,Y,Chennai , Tier 1
CUST-0009015,Lila Vaidya,2023-08-27,2,5051,2525.5,546.0,2025-02-24,Google,Y,Patna , Tier 2
CUST-0009016,Chasmum Dora,2023-07-31,2,4750,2375.0,878.0,2025-12-26,Meta,Y,Mumbai , Tier 1
CUST-0009017,Tamanna Das,2022-07-22,5,11833,2366.6,198.0,2025-10-24,Organic Instagram,Y,Noida , Tier 2
CUST-0009018,Unnati Sathe,2024-09-18,1,2859,2859.0,,2024-09-18,Meta,N,Surat , Tier 2
CUST-0009019,Hemangini Behl,2025-02-11,1,3016,3016.0,,2025-02-11,Meta,N,Gurgaon , Tier 2
CUST-0009024,Anay Ganesh,2025-08-05,1,3657,3657.0,,2025-08-05,Google,N,Surat , Tier 2
CUST-0009025,Anusha Sant,2023-06-10,1,1667,1667.0,,2023-06-10,Organic Instagram,N,Gurgaon , Tier 2
CUST-0009026,Hemang Ray,2023-10-26,1,2103,2103.0,,2023-10-26,Influencer,N,Ahmedabad , Tier 1
CUST-0009027,Kala Panchal,2023-11-01,2,4435,2217.5,295.0,2024-08-22,Meta,Y,Delhi , Tier 1
CUST-0009028,Reva Patla,2023-01-03,5,13018,2603.6,23.0,2025-11-12,Influencer,Y,Vadodara , Tier 2
CUST-0009029,Tarak Ganguly,2023-09-22,2,5206,2603.0,395.0,2024-10-22,Instagram DM,Y,Lucknow , Tier 2
CUST-0009031,Champak Sastry,2022-05-28,2,4815,2407.5,722.0,2024-05-19,Google,Y,Delhi , Tier 1
CUST-0009032,Laban Sahota,2024-11-04,1,2377,2377.0,,2024-11-04,Meta,N,Ranchi , Tier 2
CUST-0009034,Guneet Naidu,2022-12-22,3,7803,2601.0,346.0,2025-03-25,Meta,Y,Ahmedabad , Tier 1
CUST-0009035,Advay Modi,2024-05-12,2,4893,2446.5,214.0,2024-12-13,Influencer,Y,Noida , Tier 2
CUST-0009039,Chaman Rajagopal,2023-03-16,1,1886,1886.0,,2023-03-16,Organic Instagram,N,Pune , Tier 1
CUST-0009040,Bhanumati Saraf,2023-12-25,2,4835,2417.5,38.0,2024-02-01,Influencer,Y,Chandigarh , Tier 2
CUST-0009041,Rachit Chadha,2025-08-26,1,2543,2543.0,,2025-08-26,Meta,N,Visakhapatnam , Tier 2
CUST-0009043,Nidra Contractor,2025-11-13,1,2967,2967.0,,2025-11-13,Email/SMS,N,Patna , Tier 2
CUST-0009044,Lekha Agate,2024-01-10,1,2684,2684.0,,2024-01-10,Influencer,N,Bengaluru , Tier 1
CUST-0009049,Fariq Kota,2025-08-07,1,3073,3073.0,,2025-08-07,Influencer,N,Surat , Tier 2
CUST-0009053,Gunbir Amble,2022-02-12,5,13422,2684.4,974.0,2025-06-07,Influencer,Y,Mumbai , Tier 1
CUST-0009055,Inaya Nagar,2025-09-07,1,3312,3312.0,,2025-09-07,Instagram DM,N,Hyderabad , Tier 1
CUST-0009057,Krishna Halder,2023-12-18,1,2032,2032.0,,2023-12-18,Meta,N,Indore , Tier 2
CUST-0009058,Omisha Ramaswamy,2025-03-22,1,2625,2625.0,,2025-03-22,Influencer,N,Mysuru , Tier 2
CUST-0009059,Dalaja Sabharwal,2025-03-14,1,2805,2805.0,,2025-03-14,Offline (Friends/Family),N,Chennai , Tier 1
